source_id,latitude,longitude,nearest_refinery_km,nearest_powerplant_km,nearest_mine_km,nearest_industrial_area_km,landcover_code,landcover_class,mean_distance_to_industry_km,min_distance_to_industry_km,mean_industrial_facilities_1km,mean_industrial_facilities_5km,industrial_land_ratio,forest_land_ratio,agricultural_land_ratio,nearest_facility_type,first_detection,last_detection,total_detections,active_days,mean_frp,max_frp,observation_span_days,recurrence_rate,detections_per_span_day,mean_gap_hours,std_gap_hours,median_gap_hours,min_gap_hours,max_gap_hours,temporal_regularity,max_active_days_7d,max_active_days_14d,max_active_days_30d,observation_days,event_type,predicted_event_type,mean_brightness,max_brightness,confidence_pct
SOURCE_0139,11.60833,77.55147,225.49811159578,21.50470026903,28.561457483071,8.0627121131377,30,Grassland,70.90674537,8.062712113,0,0,0,0,0,industrial_area,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,1,1,1.03,1.03,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,312.58,318.09,94.0
SOURCE_0140,8.6787,78.06282,235.11009249509,6.7436604693229,13.908972236944,3.5370684721975,10,Tree cover,64.82494842,3.537068472,0,1,0,1,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.79,2.79,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,316.98,323.37,94.67
SOURCE_0141,9.3411,78.81241,201.00227495446,9.4975357087719,46.908859171164,3.9538218633124,30,Grassland,65.34062292,3.953821863,0,1,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,6.08,6.08,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,325.2,333.24,93.33
SOURCE_0142,9.36586,78.66449,208.30431682919,12.446814894629,32.841606591976,12.446814894629,10,Tree cover,66.5098883,12.44681489,0,0,0,1,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,6.32,6.32,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,325.8,333.96,95.33
SOURCE_0143,9.39964,78.7998,196.32262099613,11.207801643928,42.11107607691,3.351021666078,10,Tree cover,63.2481301,3.351021666,0,1,0,1,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.97,1.97,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,314.92,320.91,96.0
SOURCE_0144,9.56629,78.77435,182.97045647118,14.395991182986,33.667869130797,16.308436317125,20,Shrubland,61.83568828,14.39599118,0,0,0,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.18,5.18,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,322.95,330.54,94.0
SOURCE_0145,9.46111,77.93867,180.33734037313,5.1029372064337,15.314801565632,0.97673469321798,40,Cropland,50.43295346,0.976734693,1,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,4,1,3.9275,5.13,0,0.14285714285714,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Agricultural,Agricultural,319.82,330.39,88.67
SOURCE_0146,9.55428,78.28836,215.0996963533,1.9813675303006,12.661997438184,1.9813675303006,30,Grassland,57.93110721,1.98136753,0,2,0,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.675,8.67,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,324.19,341.01,92.67
SOURCE_0147,9.57572,78.31776,217.79341901246,0.0,16.60499961103,0.0,20,Shrubland,58.59960466,0.0,2,2,1,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.01,5.01,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Forest/Natural,322.52,330.03,94.0
SOURCE_0148,9.57466,78.31066,217.04381324944,0.0,15.814954785689,0.0,30,Grassland,58.21469201,0.0,2,2,1,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,4.715,4.79,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Industrial,Forest/Natural,321.79,329.37,93.33
SOURCE_0149,9.6873,78.11195,192.96048253421,10.639560194631,11.34023079816,3.5006217979234,50,Built-up,54.61022383,3.500621798,0,1,1,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.97,1.97,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,314.92,320.91,82.0
SOURCE_0150,9.63681,77.75274,154.91700014912,3.8333270000366,12.441015078116,6.6434438468499,20,Shrubland,44.45869652,3.833327,0,1,0,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,7.12,7.12,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,327.8,336.36,94.0
SOURCE_0151,9.91944,78.34734,192.10653154904,12.024928181461,6.718989784337,7.5599738517547,20,Shrubland,54.60260584,6.718989784,0,0,0,0,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.79,3.79,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,319.48,326.37,94.0
SOURCE_0152,9.83491,78.12406,192.29358227391,4.6232611717123,7.0825865003761,2.6684054250926,20,Shrubland,51.66695884,2.668405425,0,2,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.45,2.45,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,316.12,322.35,92.67
SOURCE_0153,12.79142,79.90376,59.410895104661,8.3552702611977,3.5122391751656,1.286072227595,30,Grassland,18.14111919,1.286072228,0,2,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.83,2.83,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,317.08,323.49,94.67
SOURCE_0154,9.91726,77.88062,164.71460418689,14.317613684543,7.3381326366706,12.527365622436,10,Tree cover,49.72442903,7.338132637,0,0,0,1,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.045,5.53,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,322.61,331.59,95.33
SOURCE_0155,9.94108,77.94887,172.24303131242,18.568286325735,3.4607467429238,4.8948906205781,40,Cropland,49.79173875,3.460746743,0,2,0,0,1,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.52,3.52,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,318.8,325.56,88.67
SOURCE_0156,10.00594,78.04284,182.73641131354,18.988163740786,6.1017633403277,4.7573336643339,40,Cropland,53.14591801,4.757333664,0,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.0,1.0,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,312.5,318.0,88.0
SOURCE_0157,9.91187,77.39479,110.70930329397,27.039524846669,10.343057445272,6.5632169116474,40,Cropland,38.66377562,6.563216912,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.93,1.93,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,314.82,320.79,88.67
SOURCE_0158,10.04691,77.9536,172.98839250629,15.570249852432,6.1968908072821,10.231033192493,10,Tree cover,51.24664159,6.196890807,0,0,0,1,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,6,1,6.2733333333333,13.76,0,0.14285714285714,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Forest/Natural,Forest/Natural,325.68,356.28,95.33
SOURCE_0159,10.40833,77.98684,183.34333547496,6.1092997196183,33.655771766834,2.0194203446952,40,Cropland,56.28195683,2.019420345,0,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,3.645,3.91,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,319.11,326.73,88.67
SOURCE_0160,10.42592,77.87876,172.38064209605,1.8297529944167,22.405457719852,1.8297529944167,40,Cropland,49.61140145,1.829752994,0,2,0,0,1,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,7.37,7.37,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,328.42,337.11,88.0
SOURCE_0161,10.40083,77.59858,141.93165784934,19.129843890254,8.2074569314021,10.595562022091,10,Tree cover,44.96613017,8.207456931,0,0,0,1,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.3,2.3,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,315.75,321.9,96.0
SOURCE_0162,10.84437,78.89214,101.88216238356,15.126909626457,12.299162181102,1.3361430195524,10,Tree cover,32.6610943,1.33614302,0,1,0,1,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.88,1.88,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,314.7,320.64,95.33
SOURCE_0163,10.82362,78.51756,143.56314096856,9.6147317989866,15.729715239423,9.6147317989866,40,Cropland,44.63057995,9.614731799,0,0,0,0,1,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.64,2.64,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,316.6,322.92,88.67
SOURCE_0164,10.86226,78.60471,133.91723078712,15.196320783668,21.885257025016,11.316052627013,40,Cropland,45.57871531,11.31605263,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.59,5.59,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,323.98,331.77,88.0
SOURCE_0165,10.90676,78.79072,113.50187629243,17.812469061706,14.881274298601,4.9363583794453,40,Cropland,37.78299451,4.936358379,0,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.79,3.79,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,319.48,326.37,88.67
SOURCE_0166,10.8966,78.69748,123.77547077924,14.152870790701,18.135370078263,1.2295467269062,40,Cropland,39.32331459,1.229546727,0,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.04,3.04,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,317.6,324.12,88.67
SOURCE_0167,10.8357,78.05394,195.17634488927,8.5821658238013,11.246469247222,7.249187474686,40,Cropland,55.56354186,7.249187475,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.7,4.7,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,321.75,329.1,88.0
SOURCE_0168,10.8054,77.76113,178.52899306919,1.2172770751535,13.990447476599,1.2172770751535,40,Cropland,48.73849867,1.217277075,0,2,0,0,1,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.65,4.65,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,321.62,328.95,88.0
SOURCE_0169,11.10589,78.88667,107.18627776234,16.960044440585,4.2975283013507,6.1443461244151,60,Bare / sparse vegetation,33.64704916,4.297528301,0,1,0,0,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,2.4833333333333,3.81,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Other,Other,316.21,326.43,67.48
SOURCE_0170,11.1194,78.69011,128.65025627671,0.0,10.921332096432,0.0,20,Shrubland,34.89289709,0.0,2,2,1,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,7.32,7.32,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Forest/Natural,328.3,336.96,94.67
SOURCE_0171,11.04524,77.91196,207.66803549949,9.1176972230115,1.9180714487375,8.6738782018309,10,Tree cover,56.84442059,1.918071449,0,1,0,1,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.75,4.75,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,321.88,329.25,96.0
SOURCE_0172,11.21367,77.60988,194.82344378064,6.7817889093809,4.7664104086291,2.4929233408359,40,Cropland,52.21614161,2.492923341,0,2,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.34,4.34,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,320.85,328.02,88.67
SOURCE_0173,11.25254,77.55219,193.71023897283,1.3785398228458,5.8507820770692,0.0,40,Cropland,50.23489022,0.0,1,2,1,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.97,4.97,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Agricultural,322.42,329.91,88.0
SOURCE_0174,11.17897,76.86507,146.16067199919,7.9043909423086,10.315620307896,7.6146197772728,10,Tree cover,42.99882576,7.614619777,0,0,0,1,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.47,3.47,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,318.68,325.41,96.0
SOURCE_0175,11.34971,77.56582,203.0646568929,10.685713486486,16.659549939499,7.5837184953033,30,Grassland,59.4984097,7.583718495,0,0,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.44,2.44,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,316.1,322.32,94.67
SOURCE_0176,11.42352,77.76451,223.96721678127,3.696595078483,2.9082786643358,2.0390996787351,50,Built-up,58.15279755,2.039099679,0,3,1,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.96,3.96,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,319.9,326.88,81.33
SOURCE_0177,11.42366,77.74271,222.33751750551,5.4234596390363,4.5332950778154,4.0823329254571,40,Cropland,59.09415129,4.082332925,0,2,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.7,3.7,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,319.25,326.1,88.67
SOURCE_0178,11.71099,79.12828,125.46374377198,22.378326678799,9.0361898570214,12.399738209531,20,Shrubland,42.31949963,9.036189857,0,0,0,0,0,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,15.55,30.85,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Forest/Natural,Forest/Natural,348.88,407.55,93.33
SOURCE_0179,11.52499,77.67209,225.96019738775,5.5394230955263,13.371587235305,11.886483956171,30,Grassland,64.18942292,5.539423096,0,0,0,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.725,5.77,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,324.31,332.31,94.0
SOURCE_0180,12.05095,79.61237,140.50132369656,24.453737524252,3.4835287350422,7.217479204199,40,Cropland,43.91401729,3.483528735,0,1,0,0,1,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,5.05,5.05,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,322.62,330.15,88.0
SOURCE_0181,11.81027,77.92296,237.51760794332,10.457594081968,16.306170321694,0.0,50,Built-up,66.07034309,0.0,1,1,1,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,2,1.84,3.37,1,0.28571428571429,3.0,12.0,12.0,12.0,0.0,24.0,0.076923076923077,2,2,2,7,Industrial,Industrial,314.6,325.11,76.0
SOURCE_0182,12.31031,78.07397,256.06782868297,37.123992493486,22.841026004373,1.2424843840782,40,Cropland,79.31883289,1.242484384,0,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.61,2.61,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,316.52,322.83,88.67
SOURCE_0183,12.72135,79.78169,74.705255126866,16.308621577206,6.6406114699395,2.8748276285162,20,Shrubland,25.13232895,2.874827629,0,1,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.63,3.63,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,319.08,325.89,94.67
SOURCE_0184,12.85799,79.29736,114.16459516597,6.2456865500354,2.0030576433646,4.1377445550258,40,Cropland,31.63777098,2.003057643,0,2,0,0,1,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.615,8.07,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,324.04,339.21,87.33
SOURCE_0185,13.09303,77.44754,288.61583207385,5.6364980860622,7.0076255061351,0.073959274594352,50,Built-up,75.33347874,0.073959275,1,1,1,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,2.67,2.67,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Industrial,316.68,323.01,82.67
SOURCE_0186,13.26471,77.34718,278.95297107289,24.26464393476,8.0281494419627,0.0,40,Cropland,77.81144111,0.0,1,1,1,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,19.62,19.62,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Industrial,Agricultural,359.05,373.86,85.33
SOURCE_0187,14.60375,79.65997,177.16468053289,9.687094541019,27.98541063782,4.9478027116463,40,Cropland,54.94624711,4.947802712,0,1,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,5.99,6.46,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,324.98,334.38,88.0
SOURCE_0188,14.68579,79.73881,182.81827047775,17.212186051609,37.320601554373,14.827671964668,40,Cropland,63.04468251,14.82767196,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,2.8533333333333,3.61,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Agricultural,Agricultural,317.13,325.83,88.0
SOURCE_0189,14.68322,79.69376,184.25476557916,12.285437322893,32.338373212391,10.470932937779,40,Cropland,59.83737726,10.47093294,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,7.215,7.5,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,328.04,337.5,88.0
SOURCE_0190,14.72931,79.92735,181.90309602125,38.789307803931,58.876892194211,11.336586747585,30,Grassland,72.72647069,11.33658675,0,0,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,3.95,3.95,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,319.88,326.85,94.67
SOURCE_0191,14.72149,79.72996,187.02258456625,17.679522915952,37.319687996769,16.403187427786,10,Tree cover,64.60624573,16.40318743,0,0,0,1,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.0,3.0,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,317.5,324.0,96.0
SOURCE_0192,14.52269,77.43584,336.08121355804,12.532383961282,33.210971157017,12.532383961282,40,Cropland,98.58923816,12.53238396,0,0,0,0,1,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,9.4033333333333,15.67,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Agricultural,Agricultural,333.51,362.01,88.67
SOURCE_0193,15.10593,79.37793,242.74605388997,20.530719551231,54.868730249708,20.530719551231,10,Tree cover,84.66905581,20.53071955,0,0,0,1,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,11.49,16.95,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Forest/Natural,Forest/Natural,338.72,365.85,95.33
SOURCE_0194,15.4127,79.60164,267.28989564571,10.731558130872,29.594839050815,10.160940491259,40,Cropland,79.44430833,10.16094049,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,2,1,3.45,4.21,0,0.14285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,Agricultural,Agricultural,318.62,327.63,88.0
SOURCE_0195,15.69083,79.12525,315.87655998436,14.975564923249,15.232343523187,14.975564923249,20,Shrubland,90.26500834,14.97556492,0,0,0,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,6.67,6.67,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,326.68,335.01,94.67
SOURCE_0196,15.80123,79.52772,275.49960367036,33.868025864187,20.090479469183,24.540142990008,40,Cropland,88.499563,20.09047947,0,0,0,0,1,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,14.67,14.67,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,346.68,359.01,88.0
SOURCE_0197,15.60369,77.62315,406.18756501513,16.220128383267,25.153005326161,16.220128383267,40,Cropland,115.9452068,16.22012838,0,0,0,0,1,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.09,3.09,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,317.73,324.27,88.67
SOURCE_0198,16.01146,80.31809,184.26668016979,20.067136773873,24.295102499786,10.229458536446,40,Cropland,59.71459449,10.22945854,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,10.58,10.58,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,336.45,346.74,88.0
SOURCE_0199,15.94305,78.95891,332.98086216885,17.984232092199,48.565565322455,4.1240111129119,30,Grassland,100.9136677,4.124011113,0,1,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.95,4.95,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,322.38,329.85,94.67
SOURCE_0200,16.04546,79.40362,282.12412933483,48.685224818016,37.985295727384,37.358431318935,40,Cropland,101.5382703,37.35843132,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.21,4.21,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,320.52,327.63,88.0
SOURCE_0201,16.30597,78.48191,380.44223030799,21.959967362022,58.072664281026,19.862380745812,20,Shrubland,120.0843107,19.86238075,0,0,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.14,3.14,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,317.85,324.42,94.67
SOURCE_0202,16.39512,78.57832,369.24676414796,9.0716078846526,43.983924114827,6.2022681011063,40,Cropland,107.1261411,6.202268101,0,0,0,0,1,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.81,3.81,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,319.52,326.43,88.0
SOURCE_0203,16.38151,78.17361,414.32643203934,12.113507847213,76.875526753506,12.626218873547,40,Cropland,128.9854214,12.11350785,0,0,0,0,1,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.71,1.71,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,314.27,320.13,88.67
SOURCE_0204,15.76939,73.70415,342.39693861726,17.774883916797,0.46589608880942,4.6512268997232,40,Cropland,91.32223638,0.465896089,1,2,1,0,1,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,122.44666666667,135.46,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Agricultural,616.12,721.38,83.33
SOURCE_0205,16.70696,78.27788,403.21720984678,6.1745764768431,69.31668801283,6.1745764768431,60,Bare / sparse vegetation,121.2207627,6.174576477,0,0,0,0,0,powerplant,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,3.8,3.8,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Other,Other,319.5,326.4,68.8
SOURCE_0206,17.34807,80.77615,158.5100413373,22.943158231292,13.333631563981,16.90979727277,40,Cropland,52.9241571,13.33363156,0,0,0,0,1,mine,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,4.11,4.11,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Agricultural,Agricultural,320.27,327.33,88.0
SOURCE_0207,17.61271,78.17559,433.57870358844,6.379776417927,9.4525736840882,3.309700851321,30,Grassland,113.1801886,3.309700851,0,1,0,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,1,1,1.89,1.89,0,0.14285714285714,1.0,,,,,,0.0,1,1,1,7,Forest/Natural,Forest/Natural,314.73,320.67,94.0
SOURCE_0208,18.68608,73.04124,40.173044700282,0.013268060556263,7.0756579573253,0.0,60,Bare / sparse vegetation,11.81549268,0.0,2,2,1,0,0,industrial_area,2026-08-21 00:00:00+00:00,2026-08-21 00:00:00+00:00,3,1,7.2433333333333,11.47,0,0.14285714285714,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,7,Industrial,Other,328.11,349.41,82.24
SOURCE_0209,25.54232,91.23663,101.14081342066,60.383782080216,49.204073217967,52.506416118931,30,Grassland,65.80877121,49.20407322,0,0,0,0,0,mine,2026-08-21 00:00:00+00:00,2026-08-22 00:00:00+00:00,3,2,0.82,1.3,1,0.28571428571429,3.0,12.0,12.0,12.0,0.0,24.0,0.076923076923077,2,2,2,7,Forest/Natural,Forest/Natural,312.05,318.9,96.0
